@relation MyRelation

@attribute car_spec {k}
@attribute prec1_spec {-,w}
@attribute prec2_spec {-,_}
@attribute suiv1_spec {A,_,l,-}
@attribute suiv2_spec {_,A,l,m,x,S,t,y,E,r,$,q,f,j,H,d,w,n,b,s,Z,>,g,k,z,<,T,v,h,|,D,*,-}
@attribute deb1 {k,w,_}
@attribute deb2 {A,_,l,k,w}
@attribute fin1 {A,y,H,w,d,b,m,z,r,s,E,j,f,n,k,l,T,q,S,h,D,$,x,g,|,'}',v,t,Z,>,*}
@attribute fin2 {'\'',r,p,m,t,d,l,y,n,b,s,h,f,*,E,Z,x,q,j,T,H,$,Y,k,>,w,A,v,S,z,'}',D,g}
@attribute classe {supp_esp_supp_alif,supp_esp,supp_esp_supp_lam,supp_esp_supp_lam_supp_alif,supp_esp_ajout_alif,ajout_alif}

@data
k,w,-,A,l,w,k,t,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,>,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,n,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,T,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,T,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,z,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,$,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,n,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,x,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,n,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,D,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,k,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,$,k,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,j,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,k,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,*,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,j,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,*,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,x,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,D,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,z,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,v,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,S,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,D,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,Z,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,A,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,Y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,h,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,S,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,s,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,x,S,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,T,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,Y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,'}',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,T,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,j,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,g,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,h,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,Y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,D,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,S,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,$,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,T,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,t,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,k,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,v,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,s,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,j,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,n,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,s,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,s,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,Y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,Y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,H,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,v,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,T,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,z,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,t,h,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,D,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,S,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,T,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,v,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,S,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,f,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,$,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,D,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,m,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',q,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,x,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,t,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,r,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,T,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,H,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,z,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,b,T,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,m,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,d,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,l,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,t,f,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,q,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,k,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,E,y,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,'}',b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,b,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,r,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,'\'',supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,l,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,E,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,n,p,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,y,n,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,A,t,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,w,k,supp_esp_supp_lam_supp_alif
k,w,-,A,l,w,k,d,y,supp_esp_supp_lam_supp_alif
